Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S60 2NH,Live,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2NJ,Live,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2NL,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2NN,Live,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2NP,Terminated,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2NQ,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2NR,Live,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2NS,Live,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2NT,Terminated,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2NU,Live,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2NW,Live,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2NX,Live,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2PA,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PB,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PD,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PE,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PF,Terminated,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PL,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PN,Live,E01007677,Rotherham 017A E01007677,315,1,260,1,0.459,738,1,0.317,236,1,181,1,5960,2,12778,4,15768,5,88,1,0.625,3964,2,0.347
S60 2PP,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PR,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PS,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PT,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PU,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PW,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PX,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PY,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2PZ,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QA,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QB,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QD,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QE,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QF,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QG,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QH,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QJ,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QL,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QN,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QP,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QQ,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QR,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QS,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QT,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2QU,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2QW,Live,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2QX,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2QY,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2QZ,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RA,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RB,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2RD,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RE,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RH,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RJ,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RL,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RN,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2RP,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2RQ,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2RR,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2RS,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2RT,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2RU,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RW,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2RX,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2RY,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2RZ,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SA,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SB,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SD,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2SE,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2SH,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SL,Terminated,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SN,Live,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2SP,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2SQ,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SR,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SS,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2ST,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SU,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SW,Live,E01007767,Rotherham 017C E01007767,3810,2,5753,2,0.245,3920,2,0.219,8599,3,2939,1,390,1,26781,9,5656,2,8226,3,0.27,6769,3,0.281
S60 2SX,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SY,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2SZ,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TA,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TD,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TE,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TF,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TG,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TH,Live,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2TP,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TQ,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TR,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TS,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TT,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TU,Terminated,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TW,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TX,Live,E01007675,Rotherham 023A E01007675,12085,4,12418,4,0.15,8171,3,0.159,11704,4,8731,3,11608,4,29641,10,16229,5,14322,5,0.173,16275,5,0.151
S60 2TY,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2TZ,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2UA,Terminated,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2UB,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2UD,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2UE,Terminated,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2UF,Live,E01007679,Rotherham 023C E01007679,8705,3,6674,3,0.227,5144,2,0.198,11270,4,5403,2,13312,5,29211,9,20954,7,6692,3,0.299,11644,4,0.203
S60 2UG,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2UH,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2UN,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2UP,Live,E01007677,Rotherham 017A E01007677,315,1,260,1,0.459,738,1,0.317,236,1,181,1,5960,2,12778,4,15768,5,88,1,0.625,3964,2,0.347
S60 2UQ,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2UR,Live,E01007677,Rotherham 017A E01007677,315,1,260,1,0.459,738,1,0.317,236,1,181,1,5960,2,12778,4,15768,5,88,1,0.625,3964,2,0.347
S60 2US,Terminated,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2UT,Live,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2UU,Terminated,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2UW,Live,E01007677,Rotherham 017A E01007677,315,1,260,1,0.459,738,1,0.317,236,1,181,1,5960,2,12778,4,15768,5,88,1,0.625,3964,2,0.347
S60 2UX,Terminated,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2UY,Live,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2UZ,Live,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2WA,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2WT,Terminated,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2WU,Terminated,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2WW,Terminated,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2WX,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2WY,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2XA,Live,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2XB,Terminated,E01007677,Rotherham 017A E01007677,315,1,260,1,0.459,738,1,0.317,236,1,181,1,5960,2,12778,4,15768,5,88,1,0.625,3964,2,0.347
S60 2XF,Terminated,E01007677,Rotherham 017A E01007677,315,1,260,1,0.459,738,1,0.317,236,1,181,1,5960,2,12778,4,15768,5,88,1,0.625,3964,2,0.347
S60 2XG,Live,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2XH,Terminated,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2XJ,Live,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2XL,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2XN,Terminated,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2XP,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2XQ,Live,E01007676,Rotherham 025A E01007676,9262,3,6618,3,0.228,6200,2,0.182,8986,3,6512,2,16983,6,25889,8,22652,7,5806,2,0.319,11414,4,0.206
S60 2XR,Live,E01007678,Rotherham 023B E01007678,23384,8,29851,10,0.041,20728,7,0.077,25217,8,13579,5,26027,8,5447,2,30299,10,27839,9,0.054,32576,10,0.027
S60 2XS,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2XX,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2XY,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2XZ,Terminated,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2YA,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2YB,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2YD,Terminated,E01007680,Rotherham 023D E01007680,6904,3,5339,2,0.252,5645,2,0.191,5350,2,7756,3,9189,3,22945,7,12882,4,7576,3,0.282,6756,3,0.281
S60 2YE,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2YF,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2YG,Live,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2YH,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S60 2YJ,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
