lsoa11cd,nonwhiteZoneProp.lsoa,pstaniZoneProp.lsoa,nonUKZoneProp.lsoa,proportionMuslim,proportionNonMuslim,antiSocialBehaviour,Burglary,violentCrime,allCrimePer1000Pop,IMD_rank,IMD_rank_inverse,IMD_rank_inverse_relative
E01007811,6.84830633284242,4.19734904270987,4.63917525773196,5.3019145802650955,89.53186798936655,66.2739322533137,8.836524300441827,2.945508100147275,125.92047128129603,23895,8949,22
E01007812,8.21917808219178,2.25624496373892,4.91539081385979,3.1426269137792104,91.69115565585243,75.7453666398066,4.0290088638195,5.640612409347301,112.00644641418211,7375,25469,111
E01007813,5.63486100676183,2.17881292261458,4.05709992486852,3.155522163786627,91.67826040584501,38.317054845980465,6.7618332081142,4.507888805409467,67.618332081142,15156,17688,66
E01007814,4.40647482014388,0.899280575539568,2.42805755395683,1.169064748201439,93.6647178214302,54.856115107913666,9.892086330935252,4.496402877697841,109.71223021582733,20476,12368,44
E01007815,1.34110787172012,0.0583090379008746,1.92419825072886,0.5830903790087464,94.25069219062289,115.45189504373178,16.3265306122449,9.912536443148687,206.99708454810497,5139,27705,123
E01007816,2.99043062200957,0.358851674641148,2.27272727272727,0.777511961722488,94.05627060790916,71.17224880382774,11.961722488038278,5.980861244019139,133.9712918660287,11555,21289,81
E01007817,1.1963406052076,0.0703729767769177,1.47783251231527,0.14074595355383532,94.6930366160778,96.4109781843772,4.22237860661506,1.4074595355383532,128.07881773399015,10458,22386,89
E01007818,3.88958594730238,0.376411543287327,2.94855708908407,0.43914680050188204,94.39463576912975,39.52321204516939,4.391468005018821,0.6273525721455457,65.24466750313677,23636,9208,24
E01007819,3.17353139770425,0.202565833896016,2.97096556380824,0.8777852802160702,93.95599728941556,47.94058068872384,9.453072248480757,2.025658338960162,80.35111411208644,13547,19297,73
E01007820,2.56237356709373,0.0674308833445718,2.29265003371544,0.13486176668914363,94.6989208029425,140.25623735670936,12.811867835468645,14.834794335805798,273.09507754551584,10725,22119,85
E01007821,1.61691542288557,0,2.79850746268657,0.12437810945273632,94.7094044601789,76.49253731343283,6.218905472636816,3.7313432835820897,111.94029850746269,10150,22694,92
E01007822,2.92207792207792,0.12987012987013,4.22077922077922,0.7142857142857143,94.11949685534593,220.77922077922076,18.18181818181818,16.233766233766232,322.7272727272727,2487,30357,142
E01032926,3.94811054709532,0.564015792442188,2.65087422447829,0.9024252679075015,93.93135730172413,133.10772701635645,5.076142131979695,4.512126339537508,164.12859560067682,22862,9982,29
E01032927,3.05647840531561,0.26578073089701,3.18936877076412,0.9302325581395349,93.9035500114921,51.82724252491695,4.651162790697675,2.6578073089700998,79.734219269103,14263,18581,70
